Decimal year,Date,Time,Height,Standard deviation,Area,Volume
1992.74099879,1992/09/28,04:56,1135.32,0.08,9999.999,9999.999
1992.79699833,1992/10/18,16:50,1135.3,0.08,9999.999,9999.999
1992.87399818,1992/11/15,21:12,1135.36,0.08,9999.999,9999.999
1992.95799939,1992/12/16,15:04,1135.43,0.1,9999.999,9999.999
1993.03599886,1993/01/14,03:21,1135.54,0.07,9999.999,9999.999
1993.11899924,1993/02/13,10:26,1135.49,0.08,9999.999,9999.999
1993.20499810,1993/03/16,19:47,1135.45,0.08,9999.999,9999.999
1993.29699962,1993/04/19,09:43,1135.46,0.09,9999.999,9999.999
1993.36599886,1993/05/14,14:09,1135.57,0.1,9999.999,9999.999
1993.44899924,1993/06/13,21:14,1135.64,0.09,9999.999,9999.999
1993.52699962,1993/07/12,08:31,1135.49,0.1,9999.999,9999.999
1993.62399924,1993/08/16,18:14,1135.35,0.09,9999.999,9999.999
1993.71599886,1993/09/19,08:09,1135.23,0.08,9999.999,9999.999
1993.79699962,1993/10/18,21:43,1135.11,0.06,9999.999,9999.999
1993.88000000,1993/11/18,04:48,1135.11,0.07,9999.999,9999.999
1993.96299848,1993/12/18,11:52,1135.08,0.1,9999.999,9999.999
1994.04399924,1994/01/17,01:26,1135,0.08,9999.999,9999.999
1994.12399924,1994/02/15,06:14,1134.95,0.08,9999.999,9999.999
1994.21299848,1994/03/19,17:52,1134.98,0.08,9999.999,9999.999
1994.29099886,1994/04/17,05:09,1135.06,0.09,9999.999,9999.999
1994.37199962,1994/05/16,18:43,1135.2,0.07,9999.999,9999.999
1994.45199962,1994/06/14,23:31,1135.27,0.06,9999.999,9999.999
1994.53799848,1994/07/16,08:52,1135.2,0.08,9999.999,9999.999
1994.61599886,1994/08/13,20:09,1135.14,0.08,9999.999,9999.999
1994.69699962,1994/09/12,09:43,1135.03,0.11,9999.999,9999.999
1994.79399924,1994/10/17,19:26,1135,0.08,9999.999,9999.999
1994.89099886,1994/11/22,05:09,1135.11,0.09,9999.999,9999.999
1994.96899924,1994/12/20,16:26,1135.27,0.09,9999.999,9999.999
1995.04899924,1995/01/18,21:14,1135.22,0.08,9999.999,9999.999
1995.12699962,1995/02/16,08:31,1135.23,0.08,9999.999,9999.999
1995.21599886,1995/03/20,20:09,1135.23,0.07,9999.999,9999.999
1995.29699962,1995/04/19,09:43,1135.36,0.08,9999.999,9999.999
1995.37999810,1995/05/19,16:47,1135.47,0.07,9999.999,9999.999
1995.46000000,1995/06/17,21:36,1135.52,0.08,9999.999,9999.999
1995.54399924,1995/07/18,13:26,1135.41,0.08,9999.999,9999.999
1995.61899924,1995/08/14,22:26,1135.37,0.08,9999.999,9999.999
1995.70199962,1995/09/14,05:31,1135.24,0.07,9999.999,9999.999
1995.77999810,1995/10/12,16:47,1135.22,0.07,9999.999,9999.999
1995.86599886,1995/11/13,02:09,1135.23,0.07,9999.999,9999.999
1995.97399924,1995/12/22,12:14,1135.23,0.08,9999.999,9999.999
1996.05499962,1996/01/21,03:07,1135.27,0.09,9999.999,9999.999
1996.13499924,1996/02/19,09:50,1135.39,0.05,9999.999,9999.999
1996.21899856,1996/03/21,03:41,1135.39,0.07,9999.999,9999.999
1996.29699833,1996/04/18,16:50,1135.63,0.08,9999.999,9999.999
1996.38299939,1996/05/20,04:16,1135.65,0.08,9999.999,9999.999
1996.45999924,1996/06/17,08:38,1135.65,0.06,9999.999,9999.999
1996.54399856,1996/07/18,02:29,1135.6,0.09,9999.999,9999.999
1996.62399818,1996/08/16,09:12,1135.48,0.08,9999.999,9999.999
1996.70499962,1996/09/15,00:43,1135.47,0.08,9999.999,9999.999
1996.78599917,1996/10/14,16:13,1135.45,0.09,9999.999,9999.999
1996.86599879,1996/11/12,22:56,1135.39,0.09,9999.999,9999.999
1996.94899818,1996/12/13,08:00,1135.39,0.09,9999.999,9999.999
1997.04099886,1997/01/15,23:09,1135.4,0.08,9999.999,9999.999
1997.12399924,1997/02/15,06:14,1135.3,0.07,9999.999,9999.999
1997.20799848,1997/03/17,22:04,1135.22,0.08,9999.999,9999.999
1997.30500000,1997/04/22,07:48,1135.3,0.08,9999.999,9999.999
1997.38799848,1997/05/22,14:52,1135.48,0.07,9999.999,9999.999
1997.46599886,1997/06/20,02:09,1135.42,0.09,9999.999,9999.999
1997.54899924,1997/07/20,09:14,1135.31,0.09,9999.999,9999.999
1997.64099886,1997/08/22,23:09,1135.22,0.07,9999.999,9999.999
1997.70999810,1997/09/17,03:35,1135.1,0.09,9999.999,9999.999
1997.79399924,1997/10/17,19:26,1134.95,0.08,9999.999,9999.999
1997.87199962,1997/11/15,06:43,1135.17,0.09,9999.999,9999.999
1997.95499810,1997/12/15,13:47,1135.59,0.12,9999.999,9999.999
1998.02199962,1998/01/09,00:43,1135.93,0.09,9999.999,9999.999
1998.11399924,1998/02/11,14:38,1136.13,0.07,9999.999,9999.999
1998.20199962,1998/03/15,17:31,1136.15,0.1,9999.999,9999.999
1998.28299848,1998/04/14,07:04,1136.26,0.08,9999.999,9999.999
1998.36099886,1998/05/12,18:21,1136.46,0.09,9999.999,9999.999
1998.45799848,1998/06/17,04:04,1136.5,0.07,9999.999,9999.999
1998.54699962,1998/07/19,15:43,1136.37,0.07,9999.999,9999.999
1998.63499810,1998/08/20,18:35,1136.19,0.07,9999.999,9999.999
1998.70999810,1998/09/17,03:35,1136.14,0.07,9999.999,9999.999
1998.79699962,1998/10/18,21:43,1136.1,0.08,9999.999,9999.999
1998.87399924,1998/11/16,00:14,1136.08,0.09,9999.999,9999.999
1998.95999810,1998/12/17,09:35,1135.99,0.07,9999.999,9999.999
1999.03299848,1999/01/13,01:04,1136.03,0.09,9999.999,9999.999
1999.11899924,1999/02/13,10:26,1135.89,0.09,9999.999,9999.999
1999.20799848,1999/03/17,22:04,1135.9,0.08,9999.999,9999.999
1999.28599886,1999/04/15,09:21,1136.04,0.09,9999.999,9999.999
1999.36899924,1999/05/15,16:26,1136.21,0.09,9999.999,9999.999
1999.44699962,1999/06/13,03:43,1136.03,0.08,9999.999,9999.999
1999.53299848,1999/07/14,13:04,1135.88,0.07,9999.999,9999.999
1999.61399924,1999/08/13,02:38,1135.76,0.07,9999.999,9999.999
1999.72099886,1999/09/21,03:57,1135.73,0.08,9999.999,9999.999
1999.79899924,1999/10/19,15:14,1135.71,0.08,9999.999,9999.999
1999.86599886,1999/11/13,02:09,1135.7,0.08,9999.999,9999.999
1999.96299848,1999/12/18,11:52,1135.8,0.08,9999.999,9999.999
2000.05199985,2000/01/20,00:46,1135.73,0.08,9999.999,9999.999
2000.11899856,2000/02/13,13:17,1135.61,0.1,9999.999,9999.999
2000.21599879,2000/03/20,01:20,1135.53,0.11,9999.999,9999.999
2000.29099879,2000/04/16,12:08,1135.52,0.07,9999.999,9999.999
2000.36599879,2000/05/13,22:56,1135.58,0.1,9999.999,9999.999
2000.44899818,2000/06/13,08:00,1135.44,0.08,9999.999,9999.999
2000.54399856,2000/07/18,02:29,1135.3,0.09,9999.999,9999.999
2000.62399818,2000/08/16,09:12,1135.17,0.11,9999.999,9999.999
2000.70799939,2000/09/16,03:04,1135.09,0.1,9999.999,9999.999
2000.78299939,2000/10/13,13:52,1135.04,0.07,9999.999,9999.999
2000.87999962,2000/11/18,01:55,1135.09,0.11,9999.999,9999.999
2000.96599879,2000/12/19,13:20,1135.22,0.08,9999.999,9999.999
2001.04399924,2001/01/17,01:26,1135.3,0.1,9999.999,9999.999
2001.12199962,2001/02/14,12:43,1135.35,0.12,9999.999,9999.999
2001.20799848,2001/03/17,22:04,1135.26,0.09,9999.999,9999.999
2001.29699962,2001/04/19,09:43,1135.36,0.09,9999.999,9999.999
2001.38299848,2001/05/20,19:04,1135.41,0.09,9999.999,9999.999
2001.45500000,2001/06/16,01:48,1135.42,0.08,9999.999,9999.999
2001.53599886,2001/07/15,15:21,1135.34,0.07,9999.999,9999.999
2001.62199962,2001/08/16,00:43,1135.28,0.09,9999.999,9999.999
2001.70799848,2001/09/16,10:04,1135.23,0.07,9999.999,9999.999
2001.79399924,2001/10/17,19:26,1135.27,0.13,9999.999,9999.999
2001.86099886,2001/11/11,06:21,1135.31,0.11,9999.999,9999.999
2001.95499810,2001/12/15,13:47,1135.3,0.09,9999.999,9999.999
2002.04899924,2002/01/18,21:14,1135.31,0.08,9999.999,9999.999
2002.12999810,2002/02/17,10:47,1135.24,0.09,9999.999,9999.999
2002.20999810,2002/03/18,15:35,1135.32,0.09,9999.999,9999.999
2002.28799848,2002/04/16,02:52,1135.41,0.1,9999.999,9999.999
2002.37699962,2002/05/18,14:31,1135.62,0.09,9999.999,9999.999
2002.46000000,2002/06/17,21:36,1135.57,0.1,9999.999,9999.999
2002.54899924,2002/07/20,09:14,1135.4,0.08,9999.999,9999.999
2002.61899924,2002/08/14,22:26,1135.31,0.09,9999.999,9999.999
2002.71299848,2002/09/18,05:52,1135.15,0.07,9999.999,9999.999
2002.78599886,2002/10/14,21:21,1135.05,0.06,9999.999,9999.999
2002.87399924,2002/11/16,00:14,1135.11,0.07,9999.999,9999.999
2002.96299848,2002/12/18,11:52,1135.17,0.07,9999.999,9999.999
2003.04099886,2003/01/15,23:09,1135.29,0.06,9999.999,9999.999
2003.11599886,2003/02/12,08:09,1135.2,0.06,9999.999,9999.999
2003.20199962,2003/03/15,17:31,1135.11,0.05,9999.999,9999.999
2003.29399924,2003/04/18,07:26,1135.18,0.07,9999.999,9999.999
2003.36899924,2003/05/15,16:26,1135.34,0.08,9999.999,9999.999
2003.45500000,2003/06/16,01:48,1135.35,0.05,9999.999,9999.999
2003.54099886,2003/07/17,11:09,1135.28,0.05,9999.999,9999.999
2003.63299848,2003/08/20,01:04,1135.15,0.05,9999.999,9999.999
2003.70199962,2003/09/14,05:31,1135.13,0.05,9999.999,9999.999
2003.79699962,2003/10/18,21:43,1135.04,0.07,9999.999,9999.999
2003.87199962,2003/11/15,06:43,1135.01,0.05,9999.999,9999.999
2003.96299848,2003/12/18,11:52,1135.06,0.06,9999.999,9999.999
2004.03799901,2004/01/14,21:47,1135.02,0.06,9999.999,9999.999
2004.11599879,2004/02/12,10:56,1134.95,0.05,9999.999,9999.999
2004.20499962,2004/03/16,00:43,1134.91,0.06,9999.999,9999.999
2004.29099879,2004/04/16,12:08,1134.98,0.07,9999.999,9999.999
2004.36899856,2004/05/15,01:17,1135.13,0.06,9999.999,9999.999
2004.46599879,2004/06/19,13:20,1135,0.06,9999.999,9999.999
2004.55199985,2004/07/21,00:46,1134.78,0.06,9999.999,9999.999
2004.62699985,2004/08/17,11:34,1134.69,0.07,9999.999,9999.999
2004.70499962,2004/09/15,00:43,1134.57,0.06,9999.999,9999.999
2004.78799901,2004/10/15,09:47,1134.52,0.05,9999.999,9999.999
2004.87399818,2004/11/15,21:12,1134.52,0.06,9999.999,9999.999
2004.95499962,2004/12/15,12:43,1134.56,0.07,9999.999,9999.999
2005.03599886,2005/01/14,03:21,1134.58,0.07,9999.999,9999.999
2005.12199962,2005/02/14,12:43,1134.51,0.07,9999.999,9999.999
2005.21899924,2005/03/21,22:26,1134.49,0.07,9999.999,9999.999
2005.29099886,2005/04/17,05:09,1134.55,0.07,9999.999,9999.999
2005.36599886,2005/05/14,14:09,1134.58,0.07,9999.999,9999.999
2005.45199962,2005/06/14,23:31,1134.62,0.06,9999.999,9999.999
2005.54699962,2005/07/19,15:43,1134.47,0.08,9999.999,9999.999
2005.63499810,2005/08/20,18:35,1134.39,0.07,9999.999,9999.999
2005.71299848,2005/09/18,05:52,1134.33,0.07,9999.999,9999.999
2005.79099886,2005/10/16,17:09,1134.25,0.06,9999.999,9999.999
2005.87399924,2005/11/16,00:14,1134.25,0.08,9999.999,9999.999
2005.95799848,2005/12/16,16:04,1134.16,0.07,9999.999,9999.999
2006.04099886,2006/01/15,23:09,1134.04,0.06,9999.999,9999.999
2006.12199962,2006/02/14,12:43,1133.97,0.07,9999.999,9999.999
2006.20499810,2006/03/16,19:47,1134.04,0.07,9999.999,9999.999
2006.28799848,2006/04/16,02:52,1134.15,0.09,9999.999,9999.999
2006.37699962,2006/05/18,14:31,1134.35,0.09,9999.999,9999.999
2006.47099886,2006/06/21,21:57,1134.27,0.08,9999.999,9999.999
2006.53799848,2006/07/16,08:52,1134.17,0.09,9999.999,9999.999
2006.61399924,2006/08/13,02:38,1134.05,0.05,9999.999,9999.999
2006.69899924,2006/09/13,03:14,1133.98,0.06,9999.999,9999.999
2006.79699962,2006/10/18,21:43,1133.91,0.07,9999.999,9999.999
2006.87699962,2006/11/17,02:31,1133.97,0.07,9999.999,9999.999
2006.95199962,2006/12/14,11:31,1134.32,0.1,9999.999,9999.999
2007.04099886,2007/01/15,23:09,1134.56,0.1,9999.999,9999.999
2007.20999810,2007/03/18,15:35,1134.61,0.07,9999.999,9999.999
2007.28299848,2007/04/14,07:04,1134.6,0.07,9999.999,9999.999
2007.37199962,2007/05/16,18:43,1134.7,0.08,9999.999,9999.999
2007.46000000,2007/06/17,21:36,1134.74,0.05,9999.999,9999.999
2007.54899924,2007/07/20,09:14,1134.69,0.06,9999.999,9999.999
2007.62399924,2007/08/16,18:14,1134.65,0.05,9999.999,9999.999
2007.70499810,2007/09/15,07:47,1134.65,0.06,9999.999,9999.999
2007.79399924,2007/10/17,19:26,1134.65,0.06,9999.999,9999.999
2007.85799848,2007/11/10,04:04,1134.63,0.08,9999.999,9999.999
2007.95499810,2007/12/15,13:47,1134.61,0.07,9999.999,9999.999
2008.04699833,2008/01/18,04:50,1134.62,0.06,9999.999,9999.999
2008.12399818,2008/02/15,09:12,1134.65,0.06,9999.999,9999.999
2008.20499962,2008/03/16,00:43,1134.64,0.07,9999.999,9999.999
2008.29399856,2008/04/17,14:29,1134.8,0.09,9999.999,9999.999
2008.38799901,2008/05/22,00:11,1134.79,0.04,9999.999,9999.999
2008.45999924,2008/06/17,08:38,1134.79,0.05,9999.999,9999.999
2008.53599917,2008/07/15,04:13,1134.68,0.05,9999.999,9999.999
2008.61899856,2008/08/14,13:17,1134.62,0.06,9999.999,9999.999
2008.70499962,2008/09/15,00:43,1134.56,0.05,9999.999,9999.999
2008.78799901,2008/10/15,09:47,1134.58,0.05,9999.999,9999.999
2008.86399894,2008/11/12,05:22,1134.67,0.07,9999.999,9999.999
2008.95499962,2008/12/15,12:43,1134.66,0.05,9999.999,9999.999
2009.04699962,2009/01/18,03:43,1134.65,0.05,9999.999,9999.999
2009.12699962,2009/02/16,08:31,1134.64,0.06,9999.999,9999.999
2009.19899924,2009/03/14,15:14,1134.63,0.06,9999.999,9999.999
2009.28799848,2009/04/16,02:52,1134.71,0.09,9999.999,9999.999
2009.37999810,2009/05/19,16:47,1134.87,0.06,9999.999,9999.999
2009.45799848,2009/06/17,04:04,1134.84,0.04,9999.999,9999.999
2009.53799848,2009/07/16,08:52,1134.69,0.07,9999.999,9999.999
2009.62699962,2009/08/17,20:31,1134.55,0.05,9999.999,9999.999
2009.70999810,2009/09/17,03:35,1134.45,0.06,9999.999,9999.999
2009.78599886,2009/10/14,21:21,1134.45,0.05,9999.999,9999.999
2009.87199962,2009/11/15,06:43,1134.46,0.05,9999.999,9999.999
2009.95799848,2009/12/16,16:04,1134.49,0.06,9999.999,9999.999
2010.04899924,2010/01/18,21:14,1134.62,0.06,9999.999,9999.999
2010.12399924,2010/02/15,06:14,1134.58,0.07,9999.999,9999.999
2010.20999810,2010/03/18,15:35,1134.72,0.06,9999.999,9999.999
2010.30199962,2010/04/21,05:31,1134.89,0.06,9999.999,9999.999
2010.38299848,2010/05/20,19:04,1135.04,0.06,9999.999,9999.999
2010.45199962,2010/06/14,23:31,1135.01,0.05,9999.999,9999.999
2010.53799848,2010/07/16,08:52,1134.87,0.05,9999.999,9999.999
2010.62699962,2010/08/17,20:31,1134.74,0.06,9999.999,9999.999
2010.70499810,2010/09/15,07:47,1134.7,0.05,9999.999,9999.999
2010.78299848,2010/10/13,19:04,1134.62,0.06,9999.999,9999.999
2010.86399924,2010/11/12,08:38,1134.58,0.05,9999.999,9999.999
2010.95999810,2010/12/17,09:35,1134.57,0.07,9999.999,9999.999
2011.04099886,2011/01/15,23:09,1134.58,0.09,9999.999,9999.999
2011.12399924,2011/02/15,06:14,1134.52,0.08,9999.999,9999.999
2011.20799848,2011/03/17,22:04,1134.47,0.07,9999.999,9999.999
2011.29699962,2011/04/19,09:43,1134.55,0.07,9999.999,9999.999
2011.37399924,2011/05/17,12:14,1134.61,0.06,9999.999,9999.999
2011.45799848,2011/06/17,04:04,1134.56,0.04,9999.999,9999.999
2011.53799848,2011/07/16,08:52,1134.5,0.07,9999.999,9999.999
2011.62399924,2011/08/16,18:14,1134.4,0.06,9999.999,9999.999
2011.70799848,2011/09/16,10:04,1134.5,0.06,9999.999,9999.999
2011.79099886,2011/10/16,17:09,1134.48,0.05,9999.999,9999.999
2011.86099886,2011/11/11,06:21,1134.56,0.08,9999.999,9999.999
2011.88269026,2011/11/19,04:22,1134.67,0.05,9999.999,9999.999
2011.91003234,2011/11/29,03:53,1134.73,0.09,9999.999,9999.999
2011.93847603,2011/12/09,13:03,1134.8,0.09,9999.999,9999.999
2011.96594178,2011/12/19,13:39,1134.9,0.05,9999.999,9999.999
2011.99328577,2011/12/29,13:11,1134.91,0.09,9999.999,9999.999
2012.01647883,2012/01/07,00:45,1134.86,0.09,9999.999,9999.999
2012.04382210,2012/01/17,00:56,1134.9,0.07,9999.999,9999.999
2012.07116538,2012/01/27,01:07,1134.82,0.08,9999.999,9999.999
2012.09704577,2012/02/05,12:27,1134.76,0.06,9999.999,9999.999
2012.12438904,2012/02/15,12:38,1134.74,0.08,9999.999,9999.999
2012.15185375,2012/02/25,13:53,1134.7,0.05,9999.999,9999.999
2012.18310375,2012/03/08,00:23,1134.69,0.07,9999.999,9999.999
2012.21044892,2012/03/18,00:35,1134.65,0.05,9999.999,9999.999
2012.23779220,2012/03/28,00:46,1134.65,0.06,9999.999,9999.999
2012.26367069,2012/04/06,12:05,1134.69,0.06,9999.999,9999.999
2012.29101396,2012/04/16,12:16,1134.63,0.08,9999.999,9999.999
2012.31567243,2012/04/25,12:52,1134.76,0.07,9999.999,9999.999
2012.34435906,2012/05/06,00:51,1134.74,0.1,9999.999,9999.999
2012.37170234,2012/05/16,01:02,1134.88,0.04,9999.999,9999.999
2012.39904751,2012/05/26,01:14,1134.98,0.05,9999.999,9999.999
2012.42480457,2012/06/04,11:29,1135.01,0.06,9999.999,9999.999
2012.45226928,2012/06/14,12:44,1134.99,0.08,9999.999,9999.999
2012.47961255,2012/06/24,12:55,1134.96,0.08,9999.999,9999.999
2012.50817775,2012/07/04,23:50,1134.95,0.09,9999.999,9999.999
2012.53564435,2012/07/15,01:06,1134.91,0.05,9999.999,9999.999
2012.56298763,2012/07/25,01:17,1134.87,0.07,9999.999,9999.999
